,Datetime,Text,shutonu
872,2021-05-16 10:35:28+00:00,We should stand with #humanity... In #IsraelUnderFire ..... Should in box who responsible for this problem.... #Phalistine #Israeli #Israel #IsraelPalestine #IsraelUnderAttak #IStandWithPalestine #IndiaStandWithIsrael .....,positive
874,2021-05-18 03:13:09+00:00,"@AzalfaQ Wow...Keep it up Israel🇮🇱
They r terrorist so shouldn't be tolerated at any cost",neutral
875,2021-05-12 23:25:38+00:00,"As women we are conditioned to apologize for things that don't need apologizing for. For example, ""Sorry I'm in your way,"" instead of ""Excuse me."" Currently working on NOT apologizing for taking up space. It's my space and I deserve to be here too. #Feminism #Patriarchy",neutral
876,2021-05-16 15:13:52+00:00,"What is your next step @OfficialDGISPR . While #Palestine's are seeking on helping Pakistanis, #India is waiting for an opportunity to attack on #Pakistan. If we go to #Israel, then India will also have a chance to attack on us.

#GazaUnderAttak",neutral
877,2021-05-14 23:46:37+00:00,@Anujanurathore @IDF It will make your country more so weak.. 🤭😜,neutral
879,2020-10-31 12:47:53+00:00,@krallcomics @gamergateblogde @DanHamill2 @DiscussingFilm @DamienCarlisle so you as a women like mysogyny and males controlling the gaming industry? hating on women and threatening them? bullshit.,neutral
880,2020-08-15 13:21:08+00:00,"Good morning world, feel good about today because you are still here and pray for your friends and family that they are doing good, we must be grateful for the little things in life, God bless you all 🙏😇 #LosAngeles #DTLA #BLM #BlessSaturday #itsonlyme #Ispeak4you",positive
882,2021-05-15 00:51:03+00:00,@IDF We love Israel. https://t.co/edLJUPzG2f,positive
883,2021-05-16 05:04:31+00:00,"@netanyahu India has not spoken officially, but when the matter grows, India will support israel.🇮🇳🇮🇱",positive
884,2021-05-14 04:40:44+00:00,"⚜️If they were alive

#قصفكم_اسهل_علينا_من_شربة_ماء #فلسطين_تنتفض #فلسطين #غزة_تحت_القصف #غزة_العزة #غزه_تقاوم #فلسطين #Gaza #Palestine #PalestineWillBeFree #PalestiniansLivesMatter #Palestinelivesmatter #القدس_تنتفض #القدس_عاصمة_فلسطين_الأبدية",neutral
885,2021-04-27 01:14:23+00:00,"Carceral feminism anyone?

https://t.co/YNO5iO4Wnq",neutral
886,2020-08-28 14:09:30+00:00,"I literally can’t not listen in this criminal justice class, my professor is telling me to look at the things that are going on in the Americarighr now NEUTRALLY!? Killing in armed black men/women is not right. We don’t kill innocent people overseas. #BLM",neutral
887,2021-04-13 17:35:43+00:00,"You send 3 messages. Unsend them. Then send an insult. Then unsend that. You niggas are straight bitches 😂😂😂

You too pressed if you go back and unsend anything.",neutral
889,2021-01-24 22:20:01+00:00,"@RobynElyse What is ""mysogynist""?",neutral
890,2021-04-17 11:34:00+00:00,@Towno10 brilliant work on the guardian as always... can’t wait until seeing you’re part of the lineup means we get to hear you breaking down a match. Just know that your work doesn’t go unappreciated. If you ever make it to the city of brotherly love the 🍻 is on me. #BLM,neutral
893,2021-05-31 03:58:01+00:00,Don't be a pussy just own it and move on ya dumb fuck take the hint that's given,offensive
897,2021-05-17 17:35:39+00:00,"Why is human right organization blindly seated

Make Human Rights A Reality For All

#SaveGazaFromZionists #SaveGazaFromZionists #Free_Palestine #FreePalaestine #SavePalestine #IsraelStopPlayingVictim https://t.co/5EoYPz0jlw",neutral
898,2021-05-16 06:35:19+00:00,@sambillings Ya Allah Please Save Palestine #PrayForPalastine,positive
899,2021-05-17 16:59:04+00:00,"@netanyahu #weAreStandWithPalestine
#savepalestines 
#IsraelTerrorists 
Stupidity confererence..!!! Hitlar made a great mistake to not killed you in 2nd world war..world are paying this..but time will come soon inshaAllah..be ready terrorist..
I am from Bangladesh and support Palestine🇧🇩🇵🇸",neutral
901,2021-05-12 19:18:46+00:00,"""It was and remains my view that any feminist theory that restricts the meaning of gender in the presuppositions of its own practice sets up exclusionary gender norms within feminism, often with homophobic consequences."" - Judith Butler, Gender Trouble",misogyny
902,2021-05-16 10:53:44+00:00,"This is the reality of the Zionist Terrorism. Supporters of #ApartheidIsrael want to be blind about the root cause
#GazaUnderAttak 
#Palestine https://t.co/QKpuG3Fxxk",neutral
904,2021-05-16 09:33:20+00:00,@SwipeWright You're wrong. Feminists are the ones to blame for the whole woke crap. Feminism started it all.,misogyny
905,2021-05-15 12:54:35+00:00,@unknown4594 @mari__ax @IDF Free Palestine from #IsraelTerrorist,neutral
906,2021-05-16 00:31:16+00:00,@Spxngly @ainzaty_kamida @imannmann @fionath_ @IDF I’m surprised that you still alive🥲,neutral
908,2021-05-01 07:42:49+00:00,"Nigga’s be tryna manipulate you by calling you fake, like sir me not wanting to fuck you is not being fake💀",neutral
910,2021-05-17 11:31:49+00:00,"It is the time to do something practical.
Rallies, condemning comments &amp; speeches are not going to work.
Armies must reach there to protect our muslim brothers.
#AqsaCallsArmies
#FreePalaestine
#Free_Palestine",neutral
911,2021-05-10 16:46:35+00:00,"By that definition, of course, but anyone with a remotely functional brain can see there is a big discrepancy between feminism in concept and feminism in action. https://t.co/nZD5AJx2fa",neutral
912,2021-05-13 12:09:31+00:00,These niggas cancelled my order with the clothes I bought for my birthday I'm going to kill myself dude,racism
913,2021-05-31 16:27:17+00:00,@softpuppyirl Holy fuck. I simply cannot win. I am cooming too much,offensive
914,2021-04-09 20:32:15+00:00,Lmao niggas is crazy as hell https://t.co/4YAq34JX9X,racism
915,2021-05-15 15:37:53+00:00,@hsmtmtsaddict @eviIcowboy @ALlNASINEJ Maybe so. Since I'm not there with them but I'm just seeing the obvious thing here. The proof from Palestine that I saw looks more real to me than what Israel provides with their obvious actors.,neutral
916,2021-05-11 22:23:17+00:00,"Let's shed off the #masculine qualities that #feminism put on us and embrace the #feminine qualities we were blessed with! 

#DOS #FEMININITY #WOMANHOOD #LADY #GENTLE #SOFT #GRACEFUL #SILENT #MEEK #TEMPERANCE #LOVING #MODEST #SUBMISSIVE #CONTENT https://t.co/DL2TlTaKiw",neutral
917,2021-05-16 03:33:12+00:00,"I just want to ask a question here, what was the purpose of forming the @UN and what is it doing. One side is Kashmir issue and other side is Palestine. The so-called justice contractors sitting in @UN should be finished. Because they are not playing any role.
#GazaUnderAttack https://t.co/sao2LUfyg7",attacking
918,2021-05-16 16:32:48+00:00,"@IDF Israel’s army. Oh yeah, IDF is very good in killing women and kids. IDF has no balls, shoot and hide is IDF’s expertise. https://t.co/ICbsPDAhqs",attacking
921,2021-05-16 13:54:31+00:00,"Aren't there enough to break the hearts 😭😭
Heart is bleeding but the world is sleeping. A strong action is needed from Muslims world not by statements. #IsraelTerrorism 
#GazaUnderAttack #GazaUnderAttak #Palestine #PalestineBleeding 
#FreePalaestine https://t.co/GAfFS5Lwoj",neutral
922,2021-05-06 04:53:10+00:00,Enough is enough now time has come to elaminate Israel from world MAPhttps://parstoday.com/hi/news/middle_east-i98396,attacking
923,2020-09-11 18:19:10+00:00,So we asked athletes not to kneel and are now booing them for locking arms. I guess it was never about the flag or kneeling and was always about race. #BLM,neutral
924,2021-04-18 12:09:58+00:00,@BalenciNgomas I was agreeing with what he said until it got to feminism,misogyny
926,2021-05-15 01:41:13+00:00,"President of USA, Joe Biden, said that-

""Israel has the Right to Defend itself when thousands of rockets are fired at its territory"" https://t.co/7KhzfufrKs",neutral
927,2021-05-31 19:30:30+00:00,"@kindon25 Dunno, he must have a dick like a chimney",offensive
928,2021-05-17 20:59:09+00:00,"@AhmadAlinaghi @LaithMarouf Israel with all its power n with US has been helpless before a small country for the past 73 years, is it a fantasy? Why is it happening. 
Those who boycott US goods know very well that they r not idoits
US technology has not helped them overcome #Resistance n you call it strong?",neutral
929,2021-05-16 16:57:44+00:00,"@Kremit00793232 @off_raken An Indian Woman was one of the first persons to be killed in the cowardly rocket attack on Israel. Indians don't tolerate terror, We smash them!
So f*ck U",attacking
930,2021-05-13 19:55:42+00:00,@seculartweets @cjwerleman @IsraeliPM @IDF @IsraelMFA @IsraelinIndia It appears  like Biden you have enthused over Israeli genocide of Palestinans.,neutral
931,2021-05-18 16:28:24+00:00,WHY WOULD SOMEONE DONATE TO ISRAEL? STUPID ZIONIST B!TCH https://t.co/oye3a9yAnG,attacking
932,2020-11-22 21:44:46+00:00,Louder for the  mysogynists and mysogynist apologists at the back sis!! https://t.co/PAIdenKAoc,neutral
933,2021-05-29 00:13:25+00:00,@superfire11atom Fucking beautiful,neutral
934,2021-05-29 19:32:33+00:00,@ftivanmont @TimWollweber @Discord1996 Basically don't be a dick and everyone can play is a shit show.,neutral
936,2020-08-28 14:02:53+00:00,"Presave and Preorder Crayz - “At Home” now!!!

In stores and streaming platforms 09-11-2020!!! 

https://t.co/9URNXvlsX2

@divae513 @b4gmg @LocustandVine 

Please REPOST!!!

#crayz #hiphop #music #newmusic #blm #blacklivesmatter  #rap #love #rnb #dance #hiphop",neutral
937,2021-05-04 23:50:36+00:00,My nigga spiff got us our own film crew for every game . 😤😈,neutral
938,2021-05-15 03:37:20+00:00,"@AdamMilstein woww this is true ISRAEL TERRORISM 

እስራኤል አሸባሪ
እስራኤል አሸባሪ
እስራኤል አሸባሪ

#GazaUnderAttack
#FreePalestine
#IsraelKoyak
#IsraelTerrorism https://t.co/MYG7PQpGsn",attacking
939,2021-04-11 03:11:25+00:00,Kyrie Irving is a bitch ass nigga,offensive
943,2021-04-21 18:21:11+00:00,"@SwaggOnEm_ Nigga Armani Exchange was acceptable when we were in High School, I’m clearly only talking about the song lol",neutral
944,2021-05-15 15:35:02+00:00,"@NeosKosmos121 @dalilalyana__ @IDF Plus, Palestinians need better leadership? This person’s leadership? HELL no. https://t.co/R6LbBMlqUe",attacking
947,2021-04-21 04:31:34+00:00,"@subvoyeur Lol ""conservative feminism"" is just another word for misogyny. These conservative feminists are the same ones that tell everyone to celebrate men on International Womens Day.",attacking
949,2021-05-30 07:06:21+00:00,@bigwerms Herd he was actually a dick .,offensive
950,2021-05-17 16:37:56+00:00,Made a nigga tear up and shit https://t.co/iKHJPrCW2V,racism
952,2021-05-16 15:22:57+00:00,The world is with Palestine 🇵🇸 #SavePalestine #GazaUnderAttack #IsraelTerrorist https://t.co/BZXZZAyHlL,positive
953,2021-05-28 21:55:28+00:00,"Girl code dead I guess, fucking on the same dick that your friend had will never be acceptable in my eyes.. gross!!",neutral
954,2021-05-17 22:53:01+00:00,"@orly_burton Some young women nowadays really seem to think ""feminism is about looking as hot as possible because it's empowering to me for men to find me sexy"" and that is genuinely frightening to me lmao",neutral
956,2021-05-15 12:58:49+00:00,"@NakedTruths1 @mardhiah_nasha @365Jeffrey @skymirage7 @IDF that video is meant for you to see that hamas did not attack civillians or just at some random places. or else the israhell wouldn't be at the beach to die. you are not even explaining the video in the first place. why?
now your turn to explain about this video👇🏻 https://t.co/SSIKvozFdc",neutral
957,2021-05-05 15:39:22+00:00,I don’t understand why Freud is dismissed as a regressive sexist when liberal and radical feminism alike have taken it as their duty to reiterate his theory of sex over and over and over again ad nauseam. You are all literally Freudians!!!!,attacking
958,2021-05-17 19:56:03+00:00,"The death toll from Israeli attacks in Gaza has risen to 212.  They include 61 children The Muslim rulers should unite and give a full answer to the oppression of Israel
#GazaUnderAttak https://t.co/O6vzaoFrer",neutral
960,2021-05-31 12:21:49+00:00,"@themiabyte fuck, sorry i misread that - you said WRONG answers",neutral
961,2021-05-15 05:54:51+00:00,"Allah stand with palestine don't worry every muslim Stands with palestine now 

#StandwithPalestine #WeStandWithPalestine #Palestinelivesmatter #WeStands4Palestine #AqsaUnderAttack #WeStandWithGaza #WeAreAlQuds #AllahuAkber #PalestineBleeding #EidWithPalestine #Palestine https://t.co/xIk7HFnmtl",positive
962,2021-04-29 19:45:02+00:00,“feminist and proud” in your bios...you literally called me a nigger💀 your feminism doesn’t go further than the continuous protection of white women at the expense of WOC,racism
963,2021-05-06 16:08:39+00:00,"What’s funnier, Saints fans dancing to I Bet you won’t or that nigga that bet on the Falcons in the SBAand said it was easy money lmao",racism
964,2021-05-17 01:07:12+00:00,#Ismail Sabri said this is not the first time Israel has attacked Palestine when #Muslims are in the last phase of Ramadan. https://t.co/MKmijcKYc7,neutral
965,2021-05-31 20:01:38+00:00,@jandraa5 Fuck you acting so holy for on the timeline😭 ima just shut up before you 2 idiots get me banned from Twitter again💀,neutral
966,2021-05-03 01:42:12+00:00,"@GruaAbuseArkive @Fatmounh @_BumbleBBB Neither women nor men can fix whatever's wrong alone.
This version of feminism is foolish.",misogyny
967,2021-04-22 14:07:28+00:00,"i can't stand her. she gives me marxist analysis, east v west, lgbt community love, inherited trauma, depression, nuanced feminism &amp; rage at racism themes all in one album",neutral
968,2021-05-09 13:40:15+00:00,A nice scalp massage while I rub her feet is all a nigga needs,neutral
969,2021-05-10 15:28:59+00:00,i hate kink shaming discourse cause it’s always some man who’s like “I should be allowed to get off on degrading women” and then a pick me going “YEAH! he Should be allowed to treat me like shit” and then they both call it feminism and the conversation ends,misogyny
970,2021-05-10 05:42:59+00:00,"@IsraelMFA @Israel @LiorHaiat @IsraelinUSA @IsraelinUK @IsraelinNewYork @israelpolice @ofirgendelman O tyrant! Also show your weapons
#IsraeliAttackonAlAqsa",attacking
972,2021-05-17 19:57:47+00:00,@TurkeyUrdu Follow and expose Israel https://t.co/TGbFghcKvZ,neutral
