,index,Datetime,Text,lang,label,class
6207,6373,2020-01-30 05:06:51+00:00, lindseygrahamsc don t let happen you find soul trump ruined credibility trump dis ease country it s catching stayfree https t co szolu6sudf,en,bully,0
6211,6377,2020-01-30 05:05:58+00:00, repvaldemings gigicmka trump asked crowd strike biden why hasn t brought why ask phone biden wanted investigated ,en,bully,0
6212,6378,2020-01-30 05:05:52+00:00, whitetallon maxmaxpr1 sailfree herschelwalker seanhannity foxnews andersoncooper cnn msnbc tuckercarlson ingrahamangle donlemon first shouldn t happening begin with desperate attempt house representatives ultimate goal hinder republican progress regardless people want power american people want happening trump ,en,bully,0
6213,6379,2020-01-30 05:05:49+00:00, allbikesbiker kmanaman3 side_show007 vote_trump ruxcytbl mcginnkeven ihavegodsfavor 8brianvogel4 searchingforth8 evansrc717 charlesvancott wattzzd larry007legend fueldog1 ppptce xxgejamoxx _fat_nixon julie82902847 larryputt jack_pyro klhirst1 tydonevski thomascarolan12 davidf4444 scotsman_drew holycrap37 forgottensaint3 eleanor70001 usapatriot58 spiralwrap duwayn55629746 marlahooch2 someotherperso3 tc1776 claymma1 keecowang5 gemmatorrent11 mayoroftwitr wasthatholly stillfreescotty judge_knot sonoscrutinizer jewls2245_gemma bobbitor1 dennish59386592 vlotorto fxaxmxbxa lockrousseau freedom_gal demsrdopes they arent laughing anymore but still jokes the jokes say about them than trump now they compete they catch up its like you competing mohamed ali heyday you cashless clay but win,en,bully,0
6214,6380,2020-01-30 05:05:45+00:00, realdonaldtrump you know impotus 45 whistleblower called testify there corroborated statements including own unnecessary whistleblower testify all cost job ire gop trump cult https t co wvwejdpsbz,en,bully,0
6216,6382,2020-01-30 05:05:27+00:00, rudiethedog kenolin1 i believe they re small bunch and yes trump echo chamber keeps safely locked real truth almost like mushrooms way keep em dark feed sh t ,en,bully,0
6220,6386,2020-01-30 05:05:05+00:00,https t co vsorki3y3y no truth is not truth rudy giuliani disgrace new york fmr mayor amp prosecutors turn criminal putin puppet trump fmr national security adviser bolton is putting the country frist over a bunch lying foreign influence criminals trump giuliani amp company ,en,bully,0
6224,6390,2020-01-30 05:04:42+00:00,why terrible thing president trump try person committing crime caught election year if true mr biden guilty things strengthen election year attacking president trump pressuring people ,en,bully,0
6226,6392,2020-01-30 05:04:18+00:00, sexyasspatriot goodnight thanks making world trump supporters better place ,en,bully,0
6227,6393,2020-01-30 05:04:17+00:00, sencorygardner i can t understand rationalize head okay trump done you destroying democracy head sand a trump cult member documentsandwitnesses,en,bully,0
6234,6400,2020-01-30 05:02:49+00:00, senatorromney mittromney mitt we know running again but this lifetime democrat now trump supporter asking please don t let lying liberals hate you hate trump to win they didn t witnesses trump house they justice now ,en,bully,0
6235,6401,2020-01-30 05:02:43+00:00, repadamschiff you re liar people we love retreat president trump every right investigate criminal acrivities hunter biden father s quid pro quo ,en,bully,0
6236,6402,2020-01-30 05:02:37+00:00, nytimes hillhulse you want dive bit news it involves trumps counsel mitch mcconnell ted cruz others https t co fxhb0k5tcu,en,bully,0
6240,6407,2020-01-30 05:02:00+00:00,guy cbsn news said nevada trump driving democrats he said person spoke said didn t matter blue candidate gotta trump office ,en,bully,0
6243,6410,2020-01-30 05:01:45+00:00,so senwarren sensanders amyklobuchar needs enlist canada mexico australia scotland germany ireland dirt trump campaigns let s gop come unglued then https t co eldnsmtsji,en,bully,0
6244,6411,2020-01-30 05:01:44+00:00, lindseygrahamsc sucks people supporting donald trump florida cronies criminals huh ,en,bully,0
6246,6414,2020-01-30 05:01:25+00:00, tinker_bell_04 republicans congress whine biden years control investigate but trump doesn t care till biden runs president coincidenceithinknot,en,bully,0
6249,6417,2020-01-30 05:00:59+00:00, jaketapper oh horror is bombshell fakenews running bolton flopped like rest actually real story breaking ericcerumella met w repadamschiff amp 2017 2 discuss impeachandremove realdonaldtrump kag trump https t co sjsejstykr,en,bully,0
6251,6419,2020-01-30 05:00:46+00:00, mpmacal maggienyt exactly said today john bolton knows classified info which tells there s classified don t want book trump skewered public read,en,bully,0
6252,6420,2020-01-30 05:00:34+00:00,hello trending topic parentingadvice spillthetea motherdaughter girlsdad my600lblife coronavirus bachelor bellletstalk trump flames 14th johnaicollins https t co 3jilla7fgh,en,bully,0
6253,6421,2020-01-30 05:00:29+00:00,raise hand hunter biden shot face kyiv wouldn t trump pressuring ukrainian investigation solely political gain https t co yykau82vb8,en,bully,0
6256,6424,2020-01-30 05:00:12+00:00, mjfree karpermick bunb created devision got trump elected help black america collected lot money nike way ,en,bully,0
6257,6425,2020-01-30 04:59:51+00:00,trump trying cut medicaid medicare social security benefits https t co xupqv3jg7e,en,bully,0
6259,6427,2020-01-30 04:59:00+00:00, sen_joemanchin morning_joe hunter biden not relevant witness if allow testimony allow trump s scheme tarnish political opponent succeed hunter investigated ukraine hunter wrong yanukovich zlochevsky actions hunter board https t co abb05bzr4p,en,bully,0
6260,6428,2020-01-30 04:58:59+00:00,a rushed partisan process w o process is having a fake trial with no witnesses senmcsallyaz omg you re dumb rocks az we must vote shuttlecdrkelly amp oust trump hack indivisibleteam rockthevote votolatino moveon momsdemand momsrising dncwarroom https t co gulkog2mmg,en,bully,0
6261,6429,2020-01-30 04:58:52+00:00, zubymusic pantherpride89 their point didn t win election know they re going win one want trump impeached removed vp re elected or trump removed pence speaker ascend office ,en,bully,0
6263,6431,2020-01-30 04:58:33+00:00,if investigate biden s conflict interest don t investigate trump nepotism row morons calls kids ,en,bully,0
6265,6433,2020-01-30 04:58:11+00:00, willchamberlain never forget trump lost popular vote he serves pleasure electoral college ,en,bully,0
6266,6434,2020-01-30 04:58:07+00:00,epstein trump clinton https t co 95uhpen6m6,en,bully,0
6268,6436,2020-01-30 04:57:54+00:00, ronanfarrow what dirt trump sentedcruz lindseygrahamsc you hero need right clean cesspool,en,bully,0
6272,6440,2020-01-30 04:57:22+00:00,in news trump administration cut efforts monitor disease outbreaks countries 80 year https t co neus4ul6zu,en,bully,0
6274,6442,2020-01-30 04:56:54+00:00, ohdaneit charliekirk11 did biden extort ukraine personal gain family gain hunter biden trump received nothing ,en,bully,0
6275,6443,2020-01-30 04:56:09+00:00,the president national tv said mexico paying wall then steal money military build wall just lies hey drug tunnel san diego mexico pay it good lie donald trump ,en,bully,0
6278,6446,2020-01-30 04:55:03+00:00, jumpintraxjack charliekirk11 nothing criminal president did aid delivered immediately there time frame deadline aid given time frame mkrenwas given trump obama don t believe it look,en,bully,0
6280,6448,2020-01-30 04:54:53+00:00,lexi tom steyer beat donald trump me you ve youtube time lexi ,en,bully,0
6281,6449,2020-01-30 04:54:42+00:00, simplymargolous senatorromney he s boss not them remember obama said mccain he boss grow up president work for see mitt these liberals know nothing don t listen put hate trump aside vote right you know hate anyway always the lying liberals ,en,bully,0
6289,6457,2020-01-30 04:52:54+00:00,if support trump you re fucking idiot ,en,bully,0
6290,6458,2020-01-30 04:52:10+00:00,it is against constitutional law to ask a foreigner to help in our election trump s lawyers are lying ,en,bully,0
6291,6459,2020-01-30 04:52:06+00:00, alandersh think trump irreplaceable he s removed you know that s line succession if trump s gone pence president lesser evils ,en,bully,0
6292,6460,2020-01-30 04:52:01+00:00, repraulgrijalva remember raul president trump pushing americans agenda and makes sad ,en,bully,0
6293,6461,2020-01-30 04:51:35+00:00, themeagan american_exile shanehelmscom it s cute assume demographic trump supporters it s believe liberal propaganda ,en,bully,0
6294,6462,2020-01-30 04:51:26+00:00, lululemew chunkled we ll tweet donald trump,en,bully,0
6297,6465,2020-01-30 04:51:06+00:00, huffpostpol who cares laughs trump supporters,en,bully,0
6300,6468,2020-01-30 04:50:21+00:00, windsormann marilyn31682963 gop wanting fair election it happened it will the gop needs driven existence is gop now aren t party trump that cult allowed exist commit treason day sit office ,en,bully,0
6306,6474,2020-01-30 04:49:25+00:00, nwlibertarian joelpollak sentomcotton joke thinks prez innocent gop senate gop house looking truth stay power they know constituency hypocrites subservient like trump putin helsinki others pay price ,en,bully,0
6307,6475,2020-01-30 04:49:17+00:00,donald trump mob wannabe https t co ycs4le8llv,en,bully,0
6308,6476,2020-01-30 04:49:16+00:00, debbielesko realdonaldtrump debbie stop grandstanding deflection trump aided abetted enemy russia he harmed ally ukraine he broke oath office personal gain history record coverup republican party we watching dark shame,en,bully,0
6309,6477,2020-01-30 04:49:13+00:00, ynb alyssa_milano that s exactly happened no sympathy trump supporters support him the validation hate important stake financially morally and proud flaunt ignorance reality ,en,bully,0
6313,6482,2020-01-30 04:48:35+00:00, mysterysolvent today s birthday i treated day work just watch trial repadamschiff amazing we need focus trial aid withheld the lives lost it the reason it not bidens not burisma just trump ,en,bully,0
6314,6483,2020-01-30 04:48:21+00:00, james81wood cnnpolitics there pertinent information mr biden offer mr trump sought smear presidential rival which abuse power there investigation proper channels hunter biden all evidence denied wh until present time ,en,bully,0
6315,6484,2020-01-30 04:48:01+00:00, hoosiers1986 repadamschiff more bullshit trumps lawyers bud they getting paid democracy jeopardy americansarenotstupid bud,en,bully,0
6316,6485,2020-01-30 04:47:32+00:00,that s trump wants https t co fvgghsls0f,en,bully,0
6317,6486,2020-01-30 04:46:40+00:00, moshuajoss bad meaning can t attack trump corruption option corrupt too the difference magnitude doesn t matter eyes public similar reason sexual assault hard credibly trump bill clinton bad,en,bully,0
6318,6487,2020-01-30 04:46:23+00:00, verdaderaesq thcarroll1 rebeccathrockm9 there 0 corruption begin w the aid conditioned amp ukraine met conditions prior trump interfering imagine putin amp instructed release funds reek havoc trying takeover ukraine witnessesanddocuments,en,bully,0
6320,6489,2020-01-30 04:46:12+00:00,if nation suffers economically relentless way democratic party pursued president trump purely accept 2016 election results we forget real enemy here walshfreedom senrobportman,en,bully,0
6322,6491,2020-01-30 04:45:56+00:00, masaccioew suziferg0806 seanhannity that s bullshit know but probably heard mueller report read learn something the point i making can t impeach trump phone obama conversation ,en,bully,0
6323,6492,2020-01-30 04:45:50+00:00, therynheart trump going jealous watch republicans don t convict dictator their arguement trump law ,en,bully,0
6325,6494,2020-01-30 04:45:23+00:00, andres sarahcpr if don t impeach gone waiting eat cookies need family taxes lol hunter biden stuff distraction bc family got caught new york stealing trump foundation amp kids making deals trump https t co rzvrafcs9q,en,bully,0
